month_year,year,DISTRICT,BODY_CAMERA_I,count
9/1/2016,2016,9,N,223
9/1/2016,2016,9,Y,290
9/1/2016,2016,10,N,554
9/1/2016,2016,10,Y,113
9/1/2016,2016,11,N,838
9/1/2016,2016,11,Y,30
9/1/2016,2016,12,N,330
9/1/2016,2016,12,Y,3
9/1/2016,2016,14,N,35
9/1/2016,2016,14,Y,142
9/1/2016,2016,15,N,140
9/1/2016,2016,15,Y,344
9/1/2016,2016,16,N,249
9/1/2016,2016,17,N,127
9/1/2016,2016,17,Y,6
9/1/2016,2016,18,N,152
9/1/2016,2016,19,N,252
9/1/2016,2016,19,Y,1
9/1/2016,2016,20,N,147
9/1/2016,2016,22,N,122
9/1/2016,2016,22,Y,3
9/1/2016,2016,24,N,310
9/1/2016,2016,24,Y,2
9/1/2016,2016,25,N,388
9/1/2016,2016,25,Y,4
9/1/2016,2016,31,N,8
9/1/2016,2016,31,Y,1
9/1/2017,2017,1,N,31
9/1/2017,2017,1,Y,95
9/1/2017,2017,2,N,20
9/1/2017,2017,2,Y,307
9/1/2017,2017,3,N,286
9/1/2017,2017,3,Y,15
9/1/2017,2017,4,N,158
9/1/2017,2017,4,Y,647
9/1/2017,2017,5,N,302
9/1/2017,2017,5,Y,3
9/1/2017,2017,6,N,111
9/1/2017,2017,6,Y,482
9/1/2017,2017,7,N,119
9/1/2017,2017,7,Y,622
9/1/2017,2017,8,N,378
9/1/2017,2017,8,Y,7
9/1/2017,2017,9,N,308
9/1/2017,2017,9,Y,257
9/1/2017,2017,10,N,168
9/1/2017,2017,10,Y,270
9/1/2017,2017,11,N,231
9/1/2017,2017,11,Y,355
9/1/2017,2017,12,N,228
9/1/2017,2017,12,Y,9
9/1/2017,2017,14,N,24
9/1/2017,2017,14,Y,181
9/1/2017,2017,15,N,120
9/1/2017,2017,15,Y,291
9/1/2017,2017,16,N,227
9/1/2017,2017,17,N,174
9/1/2017,2017,18,N,52
9/1/2017,2017,18,Y,171
9/1/2017,2017,19,N,223
9/1/2017,2017,20,N,234
9/1/2017,2017,22,N,132
9/1/2017,2017,22,Y,13
9/1/2017,2017,24,N,311
9/1/2017,2017,25,N,392
9/1/2017,2017,25,Y,17
9/1/2017,2017,31,N,7
9/1/2017,2017,31,Y,4
9/1/2017,2017,41,N,1
9/1/2018,2018,1,N,73
9/1/2018,2018,1,Y,278
9/1/2018,2018,2,N,80
9/1/2018,2018,2,Y,319
9/1/2018,2018,3,N,43
9/1/2018,2018,3,Y,278
9/1/2018,2018,4,N,53
9/1/2018,2018,4,Y,772
9/1/2018,2018,5,N,92
9/1/2018,2018,5,Y,370
9/1/2018,2018,6,N,104
9/1/2018,2018,6,Y,431
9/1/2018,2018,7,N,68
9/1/2018,2018,7,Y,932
9/1/2018,2018,8,N,104
9/1/2018,2018,8,Y,489
9/1/2018,2018,9,N,155
9/1/2018,2018,9,Y,332
9/1/2018,2018,10,N,144
9/1/2018,2018,10,Y,465
9/1/2018,2018,11,N,233
9/1/2018,2018,11,Y,494
9/1/2018,2018,12,N,54
9/1/2018,2018,12,Y,287
9/1/2018,2018,14,N,16
9/1/2018,2018,14,Y,218
9/1/2018,2018,15,N,84
9/1/2018,2018,15,Y,269
9/1/2018,2018,16,N,21
9/1/2018,2018,16,Y,177
9/1/2018,2018,17,N,8
9/1/2018,2018,17,Y,181
9/1/2018,2018,18,N,30
9/1/2018,2018,18,Y,201
9/1/2018,2018,19,N,27
9/1/2018,2018,19,Y,264
9/1/2018,2018,20,N,9
9/1/2018,2018,20,Y,213
9/1/2018,2018,22,N,50
9/1/2018,2018,22,Y,164
9/1/2018,2018,24,N,28
9/1/2018,2018,24,Y,234
9/1/2018,2018,25,N,123
9/1/2018,2018,25,Y,462
9/1/2018,2018,31,N,6
9/1/2018,2018,31,Y,15
9/1/2018,2018,41,Y,2
